"Record Length";502;"Points";-8.46095e-009;0.00319128
"Sample Interval";1e-010;s;-8.36095e-009;0.0127909
"Trigger Point";84;"Samples";-8.26095e-009;0.0159908
"Trigger Time";0.609474;s;-8.16095e-009;0.0223905
;;;-8.06095e-009;0.0255904
"Horizontal Offset";-8.46095e-009;s;-7.96095e-009;0.0159908
;;;-7.86095e-009;0.00959103
;;;-7.76095e-009;0.00319128
;;;-7.66095e-009;-0.0128081
;;;-7.56095e-009;-0.016008
;;;-7.46095e-009;-0.00960823
;;;-7.36095e-009;-0.00640836
;;;-7.26095e-009;-0.00640836
;;;-7.16095e-009;-0.00640836
;;;-7.06095e-009;-0.00320848
;;;-6.96095e-009;-8.60127e-006
;;;-6.86095e-009;-8.60127e-006
;;;-6.76095e-009;-0.00640836
;;;-6.66095e-009;-0.00320848
;;;-6.56095e-009;0.00319128
;;;-6.46095e-009;0.00959103
;;;-6.36095e-009;-8.60127e-006
;;;-6.26095e-009;0.00319128
;;;-6.16095e-009;-0.00320848
;;;-6.06095e-009;-0.0128081
;;;-5.96095e-009;-0.0288075
;;;-5.86095e-009;-0.0288075
;;;-5.76095e-009;-0.0224077
;;;-5.66095e-009;-0.0256076
;;;-5.56095e-009;-0.0224077
;;;-5.46095e-009;-0.00960823
;;;-5.36095e-009;-8.60127e-006
;;;-5.26095e-009;0.00639115
;;;-5.16095e-009;0.00319128
;;;-5.06095e-009;-0.00960823
;;;-4.96095e-009;-0.016008
;;;-4.86095e-009;-0.0192079
;;;-4.76095e-009;-0.016008
;;;-4.66095e-009;-0.00960823
;;;-4.56095e-009;0.00959103
;;;-4.46095e-009;0.0159908
;;;-4.36095e-009;0.00639115
;;;-4.26095e-009;0.00959103
;;;-4.16095e-009;-8.60127e-006
;;;-4.06095e-009;0.00319128
;;;-3.96095e-009;-0.00320848
;;;-3.86095e-009;-8.60127e-006
;;;-3.76095e-009;-0.00320848
;;;-3.66095e-009;-8.60127e-006
;;;-3.56095e-009;-0.00320848
;;;-3.46095e-009;-0.0128081
;;;-3.36095e-009;-0.00320848
;;;-3.26095e-009;-0.00960823
;;;-3.16095e-009;0.00639115
;;;-3.06095e-009;0.00319128
;;;-2.96095e-009;-8.60127e-006
;;;-2.86095e-009;0.00319128
;;;-2.76095e-009;0.00319128
;;;-2.66095e-009;-0.00640836
;;;-2.56095e-009;-0.00640836
;;;-2.46095e-009;-0.00960823
;;;-2.36095e-009;-0.00640836
;;;-2.26095e-009;-0.00320848
;;;-2.16095e-009;-0.00960823
;;;-2.06095e-009;-0.00640836
;;;-1.96095e-009;-0.00320848
;;;-1.86095e-009;-0.00640836
;;;-1.76095e-009;-0.00320848
;;;-1.66095e-009;-0.0128081
;;;-1.56095e-009;-0.0128081
;;;-1.46095e-009;-0.00960823
;;;-1.36095e-009;-0.00320848
;;;-1.26095e-009;0.00319128
;;;-1.16095e-009;0.00639115
;;;-1.06095e-009;0.00639115
;;;-9.60947e-010;0.00639115
;;;-8.60947e-010;0.00639115
;;;-7.60947e-010;0.00639115
;;;-6.60947e-010;0.0127909
;;;-5.60947e-010;-0.00320848
;;;-4.60947e-010;-0.00320848
;;;-3.60947e-010;0.00639115
;;;-2.60947e-010;-0.00320848
;;;-1.60947e-010;-0.0224077
;;;-6.09474e-011;-0.0608063
;;;3.90526e-011;-0.112004
;;;1.39053e-010;-0.198401
;;;2.39053e-010;-0.297597
;;;3.39053e-010;-0.415993
;;;4.39053e-010;-0.518389
;;;5.39053e-010;-0.595186
;;;6.39053e-010;-0.630384
;;;7.39053e-010;-0.604785
;;;8.39053e-010;-0.521589
;;;9.39053e-010;-0.383994
;;;1.03905e-009;-0.2304
;;;1.13905e-009;-0.102405
;;;1.23905e-009;-0.00960823
;;;1.33905e-009;0.0319902
;;;1.43905e-009;0.0671888
;;;1.53905e-009;0.0671888
;;;1.63905e-009;0.0735886
;;;1.73905e-009;0.0831882
;;;1.83905e-009;0.0767884
;;;1.93905e-009;0.0543893
;;;2.03905e-009;0.0447897
;;;2.13905e-009;0.03519
;;;2.23905e-009;0.0127909
;;;2.33905e-009;0.0159908
;;;2.43905e-009;0.00959103
;;;2.53905e-009;0.00959103
;;;2.63905e-009;0.0159908
;;;2.73905e-009;0.0127909
;;;2.83905e-009;0.00639115
;;;2.93905e-009;0.00639115
;;;3.03905e-009;-0.00960823
;;;3.13905e-009;-0.0128081
;;;3.23905e-009;-0.0320074
;;;3.33905e-009;-0.0384071
;;;3.43905e-009;-0.0480068
;;;3.53905e-009;-0.0512066
;;;3.63905e-009;-0.0480068
;;;3.73905e-009;-0.0448069
;;;3.83905e-009;-0.0608063
;;;3.93905e-009;-0.067206
;;;4.03905e-009;-0.0800055
;;;4.13905e-009;-0.0832054
;;;4.23905e-009;-0.0864053
;;;4.33905e-009;-0.0768057
;;;4.43905e-009;-0.0768057
;;;4.53905e-009;-0.067206
;;;4.63905e-009;-0.0640061
;;;4.73905e-009;-0.0544065
;;;4.83905e-009;-0.0576064
;;;4.93905e-009;-0.0576064
;;;5.03905e-009;-0.067206
;;;5.13905e-009;-0.0768057
;;;5.23905e-009;-0.0800055
;;;5.33905e-009;-0.0576064
;;;5.43905e-009;-0.0544065
;;;5.53905e-009;-0.0448069
;;;5.63905e-009;-0.0352072
;;;5.73905e-009;-0.0352072
;;;5.83905e-009;-0.0320074
;;;5.93905e-009;-0.0288075
;;;6.03905e-009;-0.0192079
;;;6.13905e-009;-0.0256076
;;;6.23905e-009;-0.0192079
;;;6.33905e-009;-0.016008
;;;6.43905e-009;-0.0128081
;;;6.53905e-009;-0.0128081
;;;6.63905e-009;-0.00640836
;;;6.73905e-009;-0.00960823
;;;6.83905e-009;-0.0192079
;;;6.93905e-009;-0.0192079
;;;7.03905e-009;-0.016008
;;;7.13905e-009;-0.0192079
;;;7.23905e-009;-0.0128081
;;;7.33905e-009;-0.00320848
;;;7.43905e-009;0.00319128
;;;7.53905e-009;0.00319128
;;;7.63905e-009;-0.00320848
;;;7.73905e-009;-8.60127e-006
;;;7.83905e-009;0.00319128
;;;7.93905e-009;0.00319128
;;;8.03905e-009;0.0127909
;;;8.13905e-009;0.0223905
;;;8.23905e-009;0.0159908
;;;8.33905e-009;0.0191907
;;;8.43905e-009;0.00639115
;;;8.53905e-009;0.0191907
;;;8.63905e-009;0.0255904
;;;8.73905e-009;0.0319902
;;;8.83905e-009;0.0223905
;;;8.93905e-009;0.0159908
;;;9.03905e-009;0.00639115
;;;9.13905e-009;0.00319128
;;;9.23905e-009;0.0191907
;;;9.33905e-009;0.0223905
;;;9.43905e-009;0.03519
;;;9.53905e-009;0.0319902
;;;9.63905e-009;0.0255904
;;;9.73905e-009;0.0287903
;;;9.83905e-009;0.0255904
;;;9.93905e-009;0.0319902
;;;1.00391e-008;0.03519
;;;1.01391e-008;0.0479896
;;;1.02391e-008;0.0287903
;;;1.03391e-008;0.0287903
;;;1.04391e-008;0.0191907
