S142C	2022-10-04 19:54:20
2.629147E-06	93974
2.709053E-06	94274
2.681276E-06	94574
2.693578E-06	94874
2.579196E-06	95174
2.555830E-06	95474
2.536251E-06	95774
2.560512E-06	96074
2.567766E-06	96374
2.546420E-06	96674
2.667412E-06	96974
2.566551E-06	97274
2.656143E-06	97574
2.692798E-06	97874
2.668285E-06	98174
2.664223E-06	98474
2.553972E-06	98774
2.683734E-06	99074
2.647096E-06	99377
2.634313E-06	99677
2.752850E-06	99977
2.125204E-06	100277
2.122817E-06	100577
2.083906E-06	100877
2.173730E-06	101177
2.172581E-06	101477
2.130851E-06	101777
2.200608E-06	102077
2.109963E-06	102377
2.125916E-06	102677
2.169299E-06	102977
2.140766E-06	103277
2.066532E-06	103577
2.052369E-06	103877
2.163330E-06	104177
2.058634E-06	104477
2.227946E-06	104777
2.212912E-06	105077
2.176598E-06	105377
2.175336E-06	105677
2.167164E-06	105977
2.025167E-06	106277
2.307555E-06	106580
2.173867E-06	106881
2.073350E-06	107180
2.139322E-06	107481
2.298739E-06	107780
2.150639E-06	108081
2.159727E-06	108380
2.115587E-06	108681
2.132846E-06	108980
2.169323E-06	109281
2.074405E-06	109580
2.262265E-06	109880
2.075691E-06	110180
2.219226E-06	110480
2.096601E-06	110780
2.122035E-06	111081
2.098966E-06	111380
2.249180E-06	111681
2.146414E-06	111980
2.259510E-06	112281
1.868181E-06	112580
2.217549E-06	112881
2.208298E-06	113180
2.051589E-06	113481
2.143981E-06	113780
2.206325E-06	114082
2.167349E-06	114382
2.161633E-06	114682
2.190554E-06	114982
2.223196E-06	115282
2.261920E-06	115582
2.144141E-06	115882
2.142993E-06	116182
2.172627E-06	116482
2.204191E-06	116782
2.155641E-06	117082
2.179032E-06	117382
2.130505E-06	117682
2.117973E-06	117982
2.137368E-06	118282
2.156763E-06	118582
2.187984E-06	118882
2.135532E-06	119182
2.068368E-06	119482
2.168220E-06	119782
2.061827E-06	120082
2.079570E-06	120382
2.262151E-06	120682
2.073510E-06	120982
2.202582E-06	121285
2.171549E-06	121585
1.811116E-06	121885
1.823420E-06	122185
1.767481E-06	122485
1.840408E-06	122785
1.781438E-06	123098
1.866941E-06	123398
1.925845E-06	123698
1.916869E-06	123998
1.751755E-06	124298
1.803839E-06	124598
1.817407E-06	124898
1.750929E-06	125198
1.855374E-06	125498
1.813436E-06	125798
1.784697E-06	126098
1.815571E-06	126398
1.779876E-06	126698
1.984537E-06	126998
1.940145E-06	127298
1.904770E-06	127598
1.872819E-06	127898
1.968677E-06	128198
1.864579E-06	128500
1.951208E-06	128800
1.714709E-06	129100
1.858150E-06	129400
1.839052E-06	129700
1.881036E-06	130000
1.906426E-06	130300
1.929930E-06	130600
2.008755E-06	130900
1.723729E-06	131200
1.759218E-06	131500
1.892995E-06	131800
1.894027E-06	132100
1.950244E-06	132400
1.909911E-06	132700
1.889736E-06	133000
1.850346E-06	133300
1.922653E-06	133600
1.693083E-06	133900
1.785180E-06	134200
1.852229E-06	134500
1.804667E-06	134800
1.903692E-06	135100
1.693292E-06	135400
1.959747E-06	135700
1.866436E-06	136003
1.933441E-06	136303
1.985066E-06	136603
1.805356E-06	136903
1.841647E-06	137203
1.952769E-06	137503
1.982610E-06	137803
1.942622E-06	138103
1.778338E-06	138403
1.902062E-06	138703
1.935347E-06	139003
1.857920E-06	139303
1.756737E-06	139603
1.902429E-06	139903
1.840498E-06	140203
1.824912E-06	140503
1.919853E-06	140803
1.771452E-06	141103
1.843230E-06	141403
1.862581E-06	141703
1.626723E-06	142003
1.637925E-06	142303
1.582926E-06	142603
1.587907E-06	142903
1.553499E-06	143205
1.614649E-06	143505
1.572826E-06	143805
1.647061E-06	144105
1.722787E-06	144405
1.574341E-06	144705
1.615544E-06	145005
1.500014E-06	145305
1.649011E-06	145605
1.577829E-06	145905
1.642745E-06	146205
1.706788E-06	146505
1.728204E-06	146805
1.648668E-06	147105
1.660628E-06	147405
1.646785E-06	147705
1.593761E-06	148005
1.626310E-06	148305
1.525722E-06	148605
1.699191E-06	148905
1.659640E-06	149205
1.622936E-06	149505
1.665563E-06	149805
1.646211E-06	150105
1.695381E-06	150405
1.597249E-06	150708
1.627894E-06	151008
1.735208E-06	151308
1.627068E-06	151608
1.521154E-06	151908
1.600164E-06	152208
1.618368E-06	152521
1.623004E-06	152821
1.613547E-06	153121
1.580701E-06	153421
1.566168E-06	153721
1.570806E-06	154021
1.698111E-06	154321
1.705252E-06	154621
1.562198E-06	154921
1.653880E-06	155221
1.610012E-06	155521
1.717187E-06	155821
1.582076E-06	156121
1.577625E-06	156421
1.620020E-06	156721
1.624520E-06	157021
1.606568E-06	157321
1.584509E-06	157621
1.575927E-06	157923
1.620158E-06	158223
1.604802E-06	158523
1.592335E-06	158823
1.668914E-06	159123
1.493886E-06	159423
1.135495E-06	159723
1.197245E-06	160023
1.239962E-06	160323
1.204591E-06	160623
1.210995E-06	160923
1.186456E-06	161223
1.141373E-06	161523
1.149384E-06	161823
1.232617E-06	162123
1.236404E-06	162423
1.270446E-06	162723
1.334788E-06	163023
1.150991E-06	163323
1.117776E-06	163623
1.193686E-06	163923
1.300148E-06	164223
1.221531E-06	164523
1.210513E-06	164823
1.255526E-06	165125
1.157464E-06	165425
1.319385E-06	165725
1.153630E-06	166025
1.164258E-06	166325
1.159760E-06	166625
1.186823E-06	166925
1.237782E-06	167225
1.172637E-06	167525
1.152253E-06	167825
1.144564E-06	168125
1.337497E-06	168425
1.309216E-06	168725
1.225294E-06	169025
1.137562E-06	169325
1.313899E-06	169625
1.024672E-06	169925
1.199172E-06	170225
1.239342E-06	170525
1.146653E-06	170825
1.158726E-06	171125
1.154112E-06	171425
1.179891E-06	171725
1.162766E-06	172025
1.101959E-06	172325
1.254355E-06	172628
1.184917E-06	172928
1.156959E-06	173228
1.197634E-06	173528
1.144404E-06	173828
1.236175E-06	174128
1.196648E-06	174428
1.115457E-06	174728
1.103153E-06	175028
1.135382E-06	175328
1.209019E-06	175628
1.160242E-06	175928
1.176907E-06	176228
1.025981E-06	176528
1.115365E-06	176828
1.174909E-06	177128
1.128495E-06	177428
1.249971E-06	177728
1.178146E-06	178028
1.070650E-06	178328
1.107652E-06	178628
1.264316E-06	178928
1.106574E-06	179228
1.020058E-06	179528
1.086994E-06	179830
1.096795E-06	180130
1.207620E-06	180430
1.141924E-06	180730
1.156362E-06	181030
1.078202E-06	181330
1.171787E-06	181630
1.223274E-06	181943
1.202157E-06	182243
1.188613E-06	182543
1.178697E-06	182843
1.163570E-06	183143
1.136690E-06	183443
1.163730E-06	183743
1.093766E-06	184043
1.016891E-06	184343
1.105955E-06	184643
1.184321E-06	184943
1.065164E-06	185243
1.150577E-06	185543
1.052562E-06	185843
1.116812E-06	186143
1.101685E-06	186443
1.080382E-06	186743
1.138250E-06	187046
1.092502E-06	187346
1.214207E-06	187646
1.156499E-06	187946
1.181958E-06	188246
1.213290E-06	188546
1.169699E-06	188846
1.053963E-06	189146
1.111968E-06	189446
1.063258E-06	189746
1.126705E-06	190046
1.091836E-06	190346
1.229174E-06	190646
1.182071E-06	190946
1.047190E-06	191246
1.085617E-06	191546
9.897352E-07	191846
6.489063E-07	192146
6.294410E-07	192446
6.403682E-07	192746
6.400688E-07	193046
7.064537E-07	193346
7.758219E-07	193646
6.822826E-07	193946
7.909949E-07	194246
7.686144E-07	194548
6.884802E-07	194848
6.214991E-07	195148
7.937264E-07	195448
6.867130E-07	195748
6.690832E-07	196048
6.647682E-07	196348
6.695894E-07	196648
6.964229E-07	196948
6.208563E-07	197248
5.823387E-07	197548
6.447517E-07	197848
7.374883E-07	198148
7.446729E-07	198448
7.228435E-07	198748
6.607511E-07	199048
7.422170E-07	199348
8.045159E-07	199648
7.921428E-07	199948
6.541632E-07	200248
7.358118E-07	200548
7.090706E-07	200848
7.354449E-07	201148
6.587308E-07	201448
7.531431E-07	201751
6.540029E-07	202051
7.327364E-07	202351
7.121464E-07	202651
7.022533E-07	202951
8.171638E-07	203251
6.759699E-07	203551
6.892149E-07	203851
7.769934E-07	204151
6.703006E-07	204451
6.853581E-07	204751
7.389582E-07	205051
8.063056E-07	205351
6.945170E-07	205651
7.112053E-07	205951
6.837517E-07	206251
7.229120E-07	206551
7.813318E-07	206851
7.258038E-07	207151
6.935529E-07	207451
6.368783E-07	207751
6.180779E-07	208051
7.259875E-07	208351
7.204554E-07	208651
7.265163E-07	208951
6.332062E-07	209254
7.539002E-07	209554
6.524875E-07	209854
4.116718E-07	210154
4.299437E-07	210454
4.483991E-07	210754
4.542981E-07	211054
5.949402E-07	211366
3.758625E-07	211666
5.356031E-07	211966
4.010661E-07	212266
4.780102E-07	212566
3.992990E-07	212866
4.775054E-07	213166
4.378632E-07	213466
3.970955E-07	213766
3.691600E-07	214066
5.341335E-07	214366
4.457137E-07	214666
4.865953E-07	214966
4.158723E-07	215266
4.807876E-07	215566
5.060149E-07	215866
4.355212E-07	216166
4.217942E-07	216469
3.485235E-07	216769
4.057035E-07	217069
4.995645E-07	217369
4.821194E-07	217669
5.120750E-07	217969
4.329966E-07	218269
4.122685E-07	218569
3.921834E-07	218869
3.791225E-07	219169
3.962000E-07	219469
4.319174E-07	219769
4.874442E-07	220069
3.420277E-07	220369
4.894641E-07	220669
4.885696E-07	220969
4.351776E-07	221269
5.481828E-07	221569
4.164458E-07	221869
3.532063E-07	222169
4.441294E-07	222469
5.660638E-07	222769
3.697568E-07	223069
4.271661E-07	223369
4.792958E-07	223672
3.969581E-07	223972
4.598762E-07	224272
5.426957E-07	224572
4.490186E-07	224872
4.295988E-07	225172
4.272577E-07	225472
4.051297E-07	225772
4.595084E-07	226072
3.381939E-07	226372
2.228934E-07	226672
2.593452E-07	226972
2.889340E-07	227272
2.871663E-07	227572
2.089370E-07	227872
1.966564E-07	228172
3.246508E-07	228472
3.953283E-07	228772
4.455526E-07	229072
3.114290E-07	229372
4.278546E-07	229672
3.639952E-07	229972
3.936519E-07	230272
4.876512E-07	230572
2.730952E-07	230872
3.705142E-07	231174
3.653721E-07	231474
2.856513E-07	231774
2.574632E-07	232074
3.484782E-07	232374
3.674155E-07	232674
2.833790E-07	232974
4.035001E-07	233274
3.145971E-07	233574
4.031785E-07	233874
2.670124E-07	234174
4.045559E-07	234474
2.767221E-07	234774
2.579912E-07	235074
3.962004E-07	235374
3.276810E-07	235674
3.647982E-07	235974
3.570395E-07	236274
1.383752E-07	236574
3.389060E-07	236874
3.151249E-07	237174
9.423119E-07	237474
9.823200E-07	237774
8.902501E-07	238074
4.972233E-07	238377
4.482382E-07	238677
2.994240E-07	238977
3.991842E-07	239277
3.633753E-07	239577
3.769643E-07	239877
4.211750E-07	240177
3.607584E-07	240477
3.531838E-07	240790
3.120489E-07	241090
2.992404E-07	241390
3.547212E-07	241690
2.907015E-07	241990
2.569813E-07	242290
2.170404E-07	242590
3.269467E-07	242890
2.776859E-07	243190
2.388010E-07	243490
3.061501E-07	243790
3.046346E-07	244090
3.768726E-07	244390
